Yorum,Puan
Fiyata göre güzel bir urun.  20 saat içinde bana ulaştı.,4
ürün güzel sadecee freedos,4
Bir günde geldi orijinal urun,4
Benim beklentimi karşılıyor. İlerleyen süreçte 8 gb ram takılarak dahada iyi performans sağlanabilir.,4
"Kargo çok hızlı,paketleme iyiydi. Canlı dersler için kullanıyoruz, hızlı ve kullanışlı. Görüntü şık. Kalemi için incenin incesi (AAAA ) bir tane pil almanız gerekiyor. Kargo ücretsiz olmalıydı.  Aldıktan iki gün sonra fiyatı 600tl düştü, almadan önce düşmeliydi.:))  Güzel ürün.",4
"Kargo elime bugün ulaştı. Elime geçmesi beş gün sürdü, kargo bu kadar geç gelmesinden dolayı bir yıldız kırıyorum. Güzel bir şekilde paketlenmişti. Bilgisayarın kullanımı olsun estetik olarak olsun gayet iyi. Beklentilerimi karşıladı. Öğrenciler için ideal olduğunu düşünüyorum, hafif olduğu için taşıması çok kolay. Yanında kalemini gönderiyorlar. Kalemi daha tam olarak kullanamadım yanında pilini göndermemişler normalde gönderiyorlar olarak biliyorum. İnce bir pil bayağı, ben oturduğum ilçede bulamadım şu an. Uzaktan eğitim için, üniversite öğrencileri için kesinlikle tavsiye ediyorum. Hızı bu şekilde devam ederse hiç bir sıkıntı yok. Fanı iyi düzeyde sessizlikte, rahatsız edecek şekilde değil. Dokunmatik ekranda koruyucu jelatinin olmamasına şaşırdım. Hızlı şarj oluyor gün boyu orta düzeyde kullandım, iki kez şarj etmek zorunda kaldım; belki de kullandığım uygulamalardan dolayı olabilir şarjının hızlı bitmesi. Yine de her şeye rağmen beğendim ve teşekkür ediyorum Hepsiburada ailesine. :)",4
Ürünü kampanya varken daha ucuz fiyata eşime aldım . İlk başta kalemi çalışmadığı için moralim bozuldu araştırıp pilli olduğunu öğrendim kalemin ve AAAA incelikte kalem aldım takıp çalıştırdım . Alacak olanlar kaleme pil konulacak yeri bulmakta zorlanabilir en üst noktasındaki yer baya sert elle açamadım pensenin arasına havlu koyup onla çevirip açtım . Ürün genel olarak iyi performansı tatmin edici kalem tepkileri sorunsuz ve hızlı eşim online ders anlatırken kullanıyor z kitap üzerinde çalışıyor . Tavsiye ederim . Bir yıldızı kalem pili hakkında herhangi bir bilgilendirme olmaması ve pilsiz gelmesinden dolayı kırdım,4
Kırdığım yıldız bu kadar pahalı bir ürün alımında bile kargo ücreti isteyen Hepsiburada için. Onun dışında paketleme güzeldi ve bilgisayar da çok güzel. Zaten uzun zamandır araştırıyordum ve en uygun fiyatın burada olduğunu görünce aldım.,4
"Ürün kibar şık. Hafif. Özellikleri ev ofis kullanımı için yeterli. Çok kısa bir sürede elime ulaştı. Ayrıca ürün ile ilgili notisbilgisayar iletişimi iyi, sorulara hemen dönüş yaptılar.",4
"Ürün gayet güzel. Tasarım, kullanışlılık ve taşınabilirlik tam istediğim gibi. Ekran boyutu ve ses sistemini de çok beğendim. Ama kaleminin bataryası ve bilgisayara takma aparatı gönderilmemiş bu üzdü. Ayrıca verilen bilgilerde rengi mavi yazıyor ama koyu gri geldi bu benim için çok mühim olmasa da belirtilmeli diye düşünüyorum.",4
ürün güzel fakat kutudan kalemin pili çıkmaması üzdü.,4
Ürün güzel paketleme güzel kargo hızlı gününde geldi kalemin pili yok,4
"Bilgisayar bugün elime ulaştı. Tasarım, boyut, ağırlık vs çok iyi. Hız fena değil. Gel gelelim şarjı çok çabuk biteceğe benziyor. Tek olumsuz yanı bu şimdilik",4
Ürün çok iyi. Şu piyasada bu fiyata en iyi ürün diyebilirim.,4
"GÜZEL BİR LAPTOP, İHTİYAÇLARA YANIT VERİR.",4
Ürün gayet hizli offis işleri için fazlasiyla yeterli. Tasarimi oldukça güzel. Ekran kartı yok o yuzden oyun bilgisayari değil. Fiyat şu an  yüksek .,4
"İşlemci hızı hariç her şeyiyle güzel, alacaklara tavsiyem bu fiyata alınabilecek iyi bilgisayar diyebilirim.",4
"özellik olarak günlük kullanım için yeterli. windows 10 işletim sistemiyle gelmesi büyük avantaj. oldukça hızlı, 8 saniyede açılıyor, 2 saniyede kapanıyor. ekran çok güzel,  tuş takımları orta kalitede. şarjı 3-4 saat arasında gidiyor. çok ince ve hafif. keşke malzeme kalitesi de biraz daha iyi olsaydı. tabi o zaman da fiyatı yaklaşık 2000 lira fazla olurdu. genel olarak internete girmek, office programları kullanmak size yetiyorsa kısıtlı bütçeniz varsa bu laptop tam size göre. kargo hızlı, paketleme güzel",4
Ürün gayet güzel tavsiye ederim. Yıldızı kargodan kırdım sipariş günü yola çıksalar yürüyerek kargodan önce getirirlerdi öyle bir yavaşlık.,4
İşimi görüyor,4
Fena degil is görür,4
Space tuşu çok sert basılıyor takılacak gibi oluyor onun dışında şu anlık herşey güzel,4
Ürün gayet guzel urunden memnunum alacak arkadaslar gönul rahatligiyla albilir,4
kardesim icin aldim sorunsuz bilgisayar ancak 60hz ekranli modeli idi,4
ürün güzel 144hz benim için çok önemliydi ve gerçekten iliklerime kadar hissettim 144hzi ama bi ara ghost ekran sorunu yaşadım sonra hemen gitti tekrar yaşar mıyım yaşamaz mıyım bilmiyorum şuanlık iyi,4
"Siparişten 2 gün sonra ürün elime ulaştı,paketleme ve hızlı kargo güzel. ürün hızlı, memnunum şimdilik. Yalnızca fiyatlar çok oynak, günlük fiyatlar değişiyor, aynı ürün başka sitelerde farklı fiyat burda değişken fiyat. Buda tüketicinin kafasını kurcalıyor aynı satıcı farklı fiyatlar, hiç dürüst değil fiyatlandırma. Bunun dışında üründen memnunum.",4
Çok hızlı kargo ürün uzun yıllar işinizi görür malzeme kalitesi biraz düşük,4
Fiyat Performans çok iyi tavsiye ederim 8 gb olması artı diğer firmalarda ürün 4 gb dikkat edelim fiyata aldanmayın.,4
Bilgisayar çerçevesi beklediğimden geniş ancak performans ve hız konusunda tüm beklentimi karşıladı. Tam şarjlar ortalama 4-5 saat gidiyor.,4
Ürün beklediğimizden çok hızlı geldi satıcı olarak memnun kaldık teşekkürler kata cuma haftası diye uyguna aldığımızı sandık ama normal fiyatıymış fiyatına değecek güzel bir bilgisayar sadece bilgisayar kurulmadan gelmiş bilgisayarcı bulana kadar 4 gün geçti yasak lar olduğu için kurulu gelse tam süper okur,4
Oyun oynamayan biriyim. Bana yeterli geliyor. Ama fiyatının bu kadar hızlı artması beni çok üzüyor.,4
"Üründen 2 adet aldım. Çocuğumun canlı dersleri için. Win.10 yükledim, evdeki işleri halletmek için gayet yeterli ve güzel. Fiyatı da emsallerine göre iyi.",4
Öncelikle bunlarda hızlı ulaştırdığınız için ilgili firmaya teşekkür ederim,4
Ürün güzel . İşlemci AMD nin yeni serisi olan Ryzen 5 4600H . GTX 1650 Ti ile güzel performanslar veriyor,4
Hersey güzel f/p olarak degerlendirilecek bir cihaz ama usb girisi yetersiz ve ekran kalitesi düşük kalıyor,4
Ürünü çok beğendim fiyatına göre gayet iyi ...,4
aldığım gunden beri fıyat duşuyor bu nasıl bir mantık kamerası berbat,3
Dış kaplama plastik olduğu için herhangi küçük bir darbeye maruz kalsa bile büyük hasar alabileceği için tasarımındaki eksikliği göz ardı edilmemeli.,3
Güzel tavsiye ederim,3
"Cok hızlı teslimat oldu. Ürüne gelirsek, evet ekran 144 hz ama canlı değil. Ayrıca sesi inanilmaz az çıkıyor,telefona yetişemiyor bile sesi . Pek cok ayar yaptim ama nafile. Kalabalık ortamda anlaşılmıyor bile. Cok sinir bozucu.",3
"Almadan önce araştırın, pubg mobile vidoesunda sürekli takılmalar yaşandğını gördüm ayrıca yeni laptoplar piyasaya sürülücek meraklanmayın aynı fiyata daha üstün performans almanızı tavsiye ederim",3
Fena değil bu zamanda mecbur bu seviye de bir pc aldım zoom için kullanıyorum,3
İdare eder,3
Cok hızlı elime ulaştı. Uygun fiyata işimi görecek bir laptop istiyordum. Bence karşılıyor. Kasa sert plastik. Konfigurasyonlari yeterli. Verdiğiniz paraya uygun ürün.,3
Ürünün fiyatına bağlı olarak malzeme kalitesi gerçekten kötü. Tüm dış yüzey aynı renk Düz sert plastik. Ülkemizin döviz kurları ortada bu fiyatları hak etmediğini düşünüyorum. Umarım ülkemiz daha güzel günlere gelir. Fiyatı uygun olduğu günlük basit işlemler için kullanılması amacıyla aldık fazla bir şey beklemeyin pcden.,3
Asusun bu serilerinde genelde sıkıntı çıkıyor. Onun dışında fiyat performans ürünüdür.,3
"Merhabalar, öncelikler kargo verilen süreden bir gün önce geldi, bu anlamda teşekkür ederim. Onun dışında almadan önce yorumları okudum; oyun bilgisayarı değil demişti bir kaç kişi, evet doğrudur güncel oyunlar için uygun olmaya bilir ancak 2013 versiyon bir oyunuda bir zahmet oynatması gerekir. CS Go oynadım felaket ısındı. Şarjı uzun gidiyor denmiş evet hiç birşey yapmazsanız şarjı bitmiyor... On yıldır kullandığım laptopla aynı oyunları oynuyorum ki 4 GB RAM ve paylaşımlı ekran kartı olduğu halde... Bu 8 GB SSD bilmem ne vs vs... efendim ev işlerinde kullanıyoruz  yazmışlar, mesela ne yapıyorsunuz ev işi olarak? Office programlarını kastediyirsanız onları celeron islemcide yapıyor... Kısacası fazla bir beklentiniz olmasın, 10. Nesilmiş SSD'miş 8 GB'mış vs boş... Parasına göre ortalama bir PC...",3
"Kamerasını çok saçma yapmışlar  Klavye tuşu olan yerde kamera mı olur  Kızım canlı derse katıldığında kamerada görünmüyor,tavan görünüyor👎🏽👎🏽 Eğitim için alacaksananız kesinlikle önermiyorum",3
Usb c üzerinden sadece şarj ve veri transferi yapıyor. Görüntü aktarımı yapmıyor. Hdmi bazı full HD mönitörlerde 1280 720 dışında  destek sağlamıyor. Belki driver güncellemesi ile düzelir. Lakin sıfır aldığınız laptop da bunlar ile karşılaşınca biraz pişman oluyorsunuz. Onun dışında gönderim gayet hızlı ve kargo çok iyi paketlenmiş ve taşımıştı.,3
cok da beğendim diyemem,3
Malzeme kalitesi zayıf geldi iş görsün diye aldım gorurde ama çok beklentiniz olmasın malesef olmayacak cihazları olmayacak paralara satın alıyoruz benim gozumde verdigim paranin yarısını anca eder ama malesef piyasa bu şekilde,3
Performans olarak çok iyi ürün fakat içinden sürtünme sesine benzer bir ses gelmekle birlikte bazı tuslardan ışık sızması mevcut,3
Bilgisayar gerçekten güzel sadece Windows 10 yüklü olarak geliyor gibi gözüküyor ancak 1 ay deneme amaçlı ücretsiz gözüküyor sonra satın almak gerektigi bildirim olarak geliyor,3
Kargo hem hızlı hemde güzel paketlenmişti Bilgisayar kalitesi beklediğimiz gibiydi yani işimizi görüyor 😊,3
Biraz narin ince kırılacak  gibi ekranı  sanki,3
Ürün elime ulaştığında win10 kurulumu yaptîm ve güzelde oldu oyunumu oynadım filan fakat sabah kalkıp bilgisayarı açtığımda kurulum ekranına geri dönmüş bugün tekrar win10 yükleyeceğim eğer olmazsa değişim isteyecegim (not: aynı usb ile daha önce başka bir bilgisayara kurulum yapmıştım sıkıntı usb ue degil),3
Ürün tam tahmini teslim tarihinde geldi.Kamerası iyi değil onun dışında diğer özellikleri işimi görecek,3
Web kamerası görüntüsü iyi değil onun dışında gayet hızlı güzel bir makina parasına göre iyi aynı özellikte başka makinalar daha pahalı,3
ürün hızlı bir şekilde elime ulaştı fakat şarj konusunda çok mağdur oluyorum çok uzun dayanmıyor günde bir kaç kere şarja takmak zorunda kalıyorum. ve şarj ucutu bilgisayara tam girmiyor bundan dolayı bilgisayar hareket ettiğinde temassızlık yapıyor şarjda,3
"Bilgisayarın özellikleri konusunda birşey söylemeye gerek yok. Ne kadar performans isterseniz bütçeniz de ona göre değişiyor zaten. Piyasada bu bütçeyle alınabilecek özellikler bunlar. ANCAK daha önce uzun süreler dailinde Dell, Toshiba ve Macbook kullandım ve Lenovo ile de bir süre ilgilendim. Bu bilgisayar hakkında söyleyebileceğim en net şey kasa yapısındaki malzeme kalitesinin gerçekten kötü olduğu. Bilgisayarı elinize alınca bunu hissedebiliyorsunuz. Bilgisayarı internetten değil de normal bir mağazadan bakmış olsaydım kesinlikle almazdım diye düşünüyorum. Umarım beni yanıltır.",3
Ürünü Aldım Hala Kargoya Verilmedi,3
"Hızlı geldi, kurulumu kolay oldu. Özellikleri iyi fakat kamerası çok iyi değil.",3
"Kamera kötü, indirim olunca aldım f/p ürünü piyasada benzeri yoktu.Ayrıca bir önceki değerlendirmemi yayınlamadıkları için 4 yerine 3 verdim. Tekrar yayınlanmazsa 2 vereceğim.",3
Ürün fre geldi. Yani kurulumu yapılmamış,3
Garanti bulamadım gönderilen belgeler arasında  onun harici memnunum,3
laptop güzel ağır değil fakat Windows inik değil normal olarak belk de biz yapamadık ama lunix sistemli olduğu için zor oldu ondan ayrı ekranı ışığa göre duruşuna göre değişiyor görüntüsü yani çokta Bi sıkıntısı yok taşıması kolay,3
Ürün fotoğraflarında optik sürücü görünüyor fakat üründe yok.,3
urun guzel iş gorur özellikle işlemcisi gayet güzel.fakat bu ürünle birlikte office programı aldık hepsiburada beni aldattı lisansı 1 yıllık olan ürünü ömür boyu lisanslı gibi aldattı.,3
Ders için aldık zoomda karşı tarafa ses gitmiyor,3
"İş görür, öğrenciler için ideal ✔️",3
Arkadaşlar daha yeni sipariş verdim fakat yorumlarda sarj aletinin gelmediğini belirtmiştiniz bu sorun var mı yok mu göreceğim. Fotoğraflarında ekleyeceğim. Öğrenci açısından alınması gereken bir cihaz olarak düşünüp aldım. Umarım eksiksiz gelir.,3
Evet pc güzel kalitei bi ürün ama şarj aleti nerede ? Garanti belgesinde şaej aletide kutu içeriğinde bulunuyor yazıyor,3
"Kamera bu donanıma yakışmamış, çok kötü. Ekran idare eder. Donanım, hız çok iyi. Kasa kalitesi ve dizaynı güzel.",3
"Full HD seçeneğinin Türkiyede olmaması çok kötü. Quad HD 14"" için çok fazla. QHD için hem ekstradan para ödüyor olacaksınız, hem de Windows yazı büyüklüğünü %200'e felan getirmeniz gerekeceği için bazı uygulamalar düzgün çalışmayacak. Şu laptopun aynısının FHD olanı gelirse alırım.",3
"2K çok gereksiz ve kullanımı kısıtlıyor, Çok ısınıyor, Harika özellikler ve tasarım.",3
Ürünü 23 kasım da sipariş ettim 25 inde elime ulaştı kargo çok hızlı ve sorunsuz elime ulaştırdı ürünü henüz tam kullanıp bakma fırsatım olmadı çocuklarımın canlı yayınları için aldım ürün özellik ve fiyat olarak cazip geldiği için aldım bide çok daha öncesinde acer kullandığım bildiğim bi marka olduğu için aldım ilk izlenimlerim cihaz güzel şık zarif ama ben bilmeden görmeden aldım bataryası çıkmıyor içinde keşke çıkmalı olsaydı evdeyken sadece elektirle kullanırdık gözüme takılan biz sadec cuma günü kullanabildik pc canlı derse katıldık pil göstergesinde sıkıntı var gibi ilerleyen günlerde daha çok kullanma şansımız olursa yeni bir değerlendirme yaparım hepsi buradaya çok teşekkür ediyorum sorunumu çok hızlı bir şekilde çözdükleri için,3
"Ürünü yaklaşık 1 haftadır kullanıyorum  deneyimlerime göre yazayım. + İşlemci kalitesini belli ediyor. Günlük kullanımda işlerinizi oldukça hızlı yapabilirsiniz. + m2  512 ssd çok çok iyi. Gerek açılış kapanış hızları gerek dosya kopyalama gibi basit işlemler çok hızlı bir şekilde oluyor + olduça hafif bir ürün taşıması kolay ince bir yapıya sahip +Şarj konusunda oldukça iyi pilde 2-3 saat ful ekran açık kullanabiliyorum. +tuş kombinasyonu güzel klavye gömülü + kullanırmısınız bilmiyorum ama cd sürücü mevcut ve ethernet girişi bulunuyor.  -ekran panelinde herhangi bir sorunu yok ancak malzemesi kalitesiz duruyor. -grafik kartı mx130 dolayısı ile arada bir oyun oynarım diyorsanız pek tavsiye etmem. Çok bir performans beklemeyin. -Ses kalitesi güzel ancak yetersiz. Örneğin Youtube 'dan bir film açtığınızda bazen hem bilgisayarın hemde  youtube playerin sesini sona dayamak zorunda kalabilirsiniz. - düşük kademede fan rahatsız etmiyor ancak herhangi bir oyun yada biraz performans gerektiren bir işlem yaptığınızda fan devri artınca fan sesi rahatsız edici boyutta. Fan ızgaraları ekran altında ve sıcak havayı ekrana veriyor. - Isınma azda olsa var. Örneğin zula oyununda fan yüksek devirde çalışıyor ve klavye ortasında biraz ısınma oluyor.  İnsanlar eski bilgisayarından yenisinie geçtiklerinde genel olarak yorumları çok iyi olur çünkü yeni herzaman eskiden iyidir. Ancak benim görüşlerim eskiye göre tarafsız, kullanıcı olarak yorumluyorum. Bana yeterli düzeyde , alacak olanlara hayırlı olsun",3
Bilgisayar SSD içinde SSD olduğu için fiyat performans hakkını veriyor. Ama ürün özelliklerinde mini HDMI olduğunu belirtseniz daha iyi olurdu. Birde dönüştürücü almak zorunda kaldık.,3
